City,lat,lng,,,,,city,state_id
"Mill Valley, CA",37.9085,-122.542,,,,,Mill Valley,CA
"Topaz, CA",38.6587,-119.5274,,,,,Topaz,CA
"Glendale, CA",34.1818,-118.2468,,,,,Glendale,CA
"Pixley, CA",35.9769,-119.2889,,,,,Pixley,CA
"Santa Rosa, CA",38.4458,-122.7067,,,,,Santa Rosa,CA
"Whitley Gardens, CA",35.6571,-120.5068,,,,,Whitley Gardens,CA
"Richgrove, CA",35.7966,-119.1069,,,,,Richgrove,CA
"Los Banos, CA",37.0631,-120.8405,,,,,Los Banos,CA
"Volta, CA",37.0875,-120.9235,,,,,Volta,CA
"Fillmore, CA",34.399,-118.9181,,,,,Fillmore,CA
"Bret Harte, CA",37.6021,-121.0045,,,,,Bret Harte,CA
"Brentwood, CA",37.9356,-121.719,,,,,Brentwood,CA
"Shasta Lake, CA",40.679,-122.3775,,,,,Shasta Lake,CA
"Cutten, CA",40.7657,-124.1446,,,,,Cutten,CA
"Mead Valley, CA",33.8333,-117.2852,,,,,Mead Valley,CA
"Nicolaus, CA",38.8981,-121.5729,,,,,Nicolaus,CA
"Fort Irwin, CA",35.2476,-116.6834,,,,,Fort Irwin,CA
"Mariposa, CA",37.4873,-119.9683,,,,,Mariposa,CA
"Wallace, CA",38.1978,-120.9586,,,,,Wallace,CA
"Acampo, CA",38.1735,-121.2798,,,,,Acampo,CA
"Mentone, CA",34.0609,-117.1109,,,,,Mentone,CA
"Waukena, CA",36.1361,-119.5109,,,,,Waukena,CA
"Desert Center, CA",33.7378,-115.3666,,,,,Desert Center,CA
"Port Costa, CA",38.0446,-122.185,,,,,Port Costa,CA
"Cromberg, CA",39.8684,-120.6905,,,,,Cromberg,CA
"Highland, CA",34.1113,-117.1654,,,,,Highland,CA
"Hidden Hills, CA",34.1637,-118.6612,,,,,Hidden Hills,CA
"Los Osos, CA",35.3068,-120.8249,,,,,Los Osos,CA
"Encinitas, CA",33.049,-117.2613,,,,,Encinitas,CA
"Los Olivos, CA",34.6647,-120.118,,,,,Los Olivos,CA
"Johnsville, CA",39.7663,-120.713,,,,,Johnsville,CA
"Piñon Hills, CA",34.4438,-117.6214,,,,,Piñon Hills,CA
"Sanger, CA",36.6992,-119.5576,,,,,Sanger,CA
"Oakland, CA",37.7903,-122.2165,,,,,Oakland,CA
"Shell Ridge, CA",37.906,-122.0344,,,,,Shell Ridge,CA
"Greenacres, CA",35.3831,-119.1184,,,,,Greenacres,CA
"Lockeford, CA",38.1508,-121.1554,,,,,Lockeford,CA
"La Porte, CA",39.6725,-120.9852,,,,,La Porte,CA
"View Park-Windsor Hills, CA",33.9955,-118.3484,,,,,View Park-Windsor Hills,CA
"Indian Falls, CA",40.0587,-120.9803,,,,,Indian Falls,CA
"Tara Hills, CA",37.9939,-122.3188,,,,,Tara Hills,CA
"East San Gabriel, CA",34.1198,-118.0807,,,,,East San Gabriel,CA
"Richfield, CA",39.9738,-122.1733,,,,,Richfield,CA
"Sea Ranch, CA",38.7166,-123.4528,,,,,Sea Ranch,CA
"Lake Sherwood, CA",34.1339,-118.8804,,,,,Lake Sherwood,CA
"Cypress, CA",33.8171,-118.0386,,,,,Cypress,CA
"Belvedere, CA",37.8735,-122.4662,,,,,Belvedere,CA
"Comptche, CA",39.2651,-123.5897,,,,,Comptche,CA
"Granite Bay, CA",38.7601,-121.1714,,,,,Granite Bay,CA
"Forest Ranch, CA",39.8952,-121.6705,,,,,Forest Ranch,CA
"Poway, CA",32.9872,-117.0201,,,,,Poway,CA
"Ballico, CA",37.4519,-120.7037,,,,,Ballico,CA
"Monrovia, CA",34.165,-117.9921,,,,,Monrovia,CA
"Orick, CA",41.2909,-124.0692,,,,,Orick,CA
"Lake Isabella, CA",35.6378,-118.4819,,,,,Lake Isabella,CA
"Bayview, CA",40.7653,-124.1786,,,,,Bayview,CA
"Nubieber, CA",41.0966,-121.1816,,,,,Nubieber,CA
"Lakeside, CA",32.856,-116.904,,,,,Lakeside,CA
"Diamond Bar, CA",33.9991,-117.8161,,,,,Diamond Bar,CA
"Visalia, CA",36.3276,-119.3269,,,,,Visalia,CA
"Lindcove, CA",36.3595,-119.0721,,,,,Lindcove,CA
"La Riviera, CA",38.5683,-121.3544,,,,,La Riviera,CA
"Jenner, CA",38.4511,-123.1204,,,,,Jenner,CA
"Home Gardens, CA",33.8784,-117.5116,,,,,Home Gardens,CA
"Moraga, CA",37.8438,-122.1225,,,,,Moraga,CA
"Kelseyville, CA",38.9704,-122.8327,,,,,Kelseyville,CA
"Berry Creek, CA",39.6314,-121.4052,,,,,Berry Creek,CA
"Hawaiian Gardens, CA",33.8303,-118.0728,,,,,Hawaiian Gardens,CA
"Meadow Valley, CA",39.9323,-121.0832,,,,,Meadow Valley,CA
"Yettem, CA",36.4866,-119.2551,,,,,Yettem,CA
"Columbia, CA",38.0333,-120.4097,,,,,Columbia,CA
"Lytle Creek, CA",34.2499,-117.5044,,,,,Lytle Creek,CA
"Yosemite Valley, CA",37.7407,-119.5779,,,,,Yosemite Valley,CA
"Oak Park, CA",34.1849,-118.7669,,,,,Oak Park,CA
"East Palo Alto, CA",37.4671,-122.1352,,,,,East Palo Alto,CA
"Quincy, CA",39.931,-120.9548,,,,,Quincy,CA
"Squaw Valley, CA",36.6944,-119.2,,,,,Squaw Valley,CA
"Timber Cove, CA",38.541,-123.259,,,,,Timber Cove,CA
"Crockett, CA",38.0519,-122.2201,,,,,Crockett,CA
"Cupertino, CA",37.3168,-122.0465,,,,,Cupertino,CA
"Bloomfield, CA",38.3183,-122.8502,,,,,Bloomfield,CA
"Seal Beach, CA",33.7542,-118.0714,,,,,Seal Beach,CA
"Winchester, CA",33.7146,-117.0775,,,,,Winchester,CA
"Camino Tassajara, CA",37.7909,-121.885,,,,,Camino Tassajara,CA
"Oakhurst, CA",37.3342,-119.6483,,,,,Oakhurst,CA
"Gridley, CA",39.3622,-121.6971,,,,,Gridley,CA
"McCloud, CA",41.2541,-122.136,,,,,McCloud,CA
"Clyde, CA",38.0252,-122.0278,,,,,Clyde,CA
"East Tulare Villa, CA",36.2035,-119.2821,,,,,East Tulare Villa,CA
"Armona, CA",36.3179,-119.7054,,,,,Armona,CA
"Glen Ellen, CA",38.3564,-122.5412,,,,,Glen Ellen,CA
"Riverside, CA",33.9381,-117.3948,,,,,Riverside,CA
"Iron Horse, CA",39.7805,-120.4823,,,,,Iron Horse,CA
"Alondra Park, CA",33.8885,-118.335,,,,,Alondra Park,CA
"Lake Wildwood, CA",39.235,-121.2003,,,,,Lake Wildwood,CA
"Doyle, CA",40.0275,-120.1172,,,,,Doyle,CA
"East Porterville, CA",36.0573,-118.9713,,,,,East Porterville,CA
"Montgomery Creek, CA",40.8414,-121.9215,,,,,Montgomery Creek,CA
"Lincoln, CA",38.8759,-121.2916,,,,,Lincoln,CA
"Pacheco, CA",37.9878,-122.07,,,,,Pacheco,CA
"Joshua Tree, CA",34.1236,-116.3128,,,,,Joshua Tree,CA
"Emeryville, CA",37.8382,-122.2932,,,,,Emeryville,CA
"Redwood Valley, CA",39.269,-123.2023,,,,,Redwood Valley,CA
"El Nido, CA",37.1324,-120.4985,,,,,El Nido,CA
"Mohawk Vista, CA",39.8048,-120.5883,,,,,Mohawk Vista,CA
"Johannesburg, CA",35.3718,-117.642,,,,,Johannesburg,CA
"C-Road, CA",39.7628,-120.577,,,,,C-Road,CA
"Camptonville, CA",39.4521,-121.0488,,,,,Camptonville,CA
"Yorba Linda, CA",33.889,-117.7713,,,,,Yorba Linda,CA
"Woodville, CA",36.0898,-119.205,,,,,Woodville,CA
"San Buenaventura, CA",34.2741,-119.2314,,,,,San Buenaventura,CA
"Midway City, CA",33.7451,-117.9849,,,,,Midway City,CA
"Oroville, CA",39.4999,-121.5634,,,,,Oroville,CA
"Empire, CA",37.6432,-120.9045,,,,,Empire,CA
"Carlsbad, CA",33.1247,-117.2837,,,,,Carlsbad,CA
"Aguanga, CA",33.4522,-116.8555,,,,,Aguanga,CA
"Cutler, CA",36.5263,-119.2883,,,,,Cutler,CA
"Cambrian Park, CA",37.2563,-121.9288,,,,,Cambrian Park,CA
"San Lucas, CA",36.1283,-121.0218,,,,,San Lucas,CA
"Whitehawk, CA",39.7206,-120.5536,,,,,Whitehawk,CA
"Snelling, CA",37.5216,-120.4385,,,,,Snelling,CA
"Bear Valley, CA",37.5671,-120.123,,,,,Bear Valley,CA
"Ahwahnee, CA",37.3652,-119.7194,,,,,Ahwahnee,CA
"Temple City, CA",34.1022,-118.0579,,,,,Temple City,CA
"Willow Creek, CA",40.9385,-123.6412,,,,,Willow Creek,CA
"Artois, CA",39.6332,-122.1898,,,,,Artois,CA
"Blythe, CA",33.6219,-114.6195,,,,,Blythe,CA
"Coloma, CA",38.8026,-120.8946,,,,,Coloma,CA
"Freedom, CA",36.9402,-121.7954,,,,,Freedom,CA
"Maywood, CA",33.9885,-118.1877,,,,,Maywood,CA
"Green Acres, CA",33.735,-117.0783,,,,,Green Acres,CA
"Fairbanks Ranch, CA",32.9919,-117.1859,,,,,Fairbanks Ranch,CA
"Rodeo, CA",38.0368,-122.2526,,,,,Rodeo,CA
"Avenal, CA",36.0312,-120.116,,,,,Avenal,CA
"Pine Mountain Lake, CA",37.8599,-120.1843,,,,,Pine Mountain Lake,CA
"Alderpoint, CA",40.1614,-123.6157,,,,,Alderpoint,CA
"Lincoln Village, CA",38.0054,-121.3339,,,,,Lincoln Village,CA
"Elverta, CA",38.7185,-121.4455,,,,,Elverta,CA
"San Jose, CA",37.3021,-121.8489,,,,,San Jose,CA
"South Taft, CA",35.1293,-119.4575,,,,,South Taft,CA
"Arden-Arcade, CA",38.6034,-121.381,,,,,Arden-Arcade,CA
"Cartago, CA",36.3123,-118.0261,,,,,Cartago,CA
"Monte Sereno, CA",37.2404,-121.9881,,,,,Monte Sereno,CA
"Lost Hills, CA",35.6254,-119.6789,,,,,Lost Hills,CA
"Imperial, CA",32.8388,-115.5723,,,,,Imperial,CA
"Adelanto, CA",34.5815,-117.4397,,,,,Adelanto,CA
"Mount Hebron, CA",41.7855,-122.0083,,,,,Mount Hebron,CA
"McSwain, CA",37.3146,-120.5867,,,,,McSwain,CA
"La Habra, CA",33.9278,-117.9513,,,,,La Habra,CA
"Shingle Springs, CA",38.6665,-120.937,,,,,Shingle Springs,CA
"Brawley, CA",32.9783,-115.5288,,,,,Brawley,CA
"Smith Corner, CA",35.4788,-119.2771,,,,,Smith Corner,CA
"Napa, CA",38.2976,-122.3011,,,,,Napa,CA
"Springville, CA",36.1168,-118.8345,,,,,Springville,CA
"Apple Valley, CA",34.5328,-117.2104,,,,,Apple Valley,CA
"Round Valley, CA",37.4067,-118.5819,,,,,Round Valley,CA
"Trinity Village, CA",40.8789,-123.5132,,,,,Trinity Village,CA
"Rio Linda, CA",38.6876,-121.4418,,,,,Rio Linda,CA
"Tahoe Vista, CA",39.2483,-120.0535,,,,,Tahoe Vista,CA
"Bear Valley Springs, CA",35.1775,-118.646,,,,,Bear Valley Springs,CA
"Ducor, CA",35.8943,-119.0456,,,,,Ducor,CA
"Soquel, CA",36.9978,-121.9482,,,,,Soquel,CA
"Palm Desert, CA",33.7378,-116.3695,,,,,Palm Desert,CA
"Spring Garden, CA",39.9012,-120.7936,,,,,Spring Garden,CA
"Red Corral, CA",38.4116,-120.6056,,,,,Red Corral,CA
"Clearlake Oaks, CA",39.0218,-122.6593,,,,,Clearlake Oaks,CA
"Twain Harte, CA",38.0384,-120.234,,,,,Twain Harte,CA
"San Leandro, CA",37.7071,-122.1601,,,,,San Leandro,CA
"Manton, CA",40.4202,-121.854,,,,,Manton,CA
"Swall Meadows, CA",37.506,-118.6426,,,,,Swall Meadows,CA
"Butte Meadows, CA",40.0871,-121.537,,,,,Butte Meadows,CA
"North Fair Oaks, CA",37.4754,-122.2035,,,,,North Fair Oaks,CA
"Cedar Ridge, CA",38.0661,-120.2737,,,,,Cedar Ridge,CA
"Aptos Hills-Larkin Valley, CA",36.9606,-121.8341,,,,,Aptos Hills-Larkin Valley,CA
"Rancho Palos Verdes, CA",33.7554,-118.3637,,,,,Rancho Palos Verdes,CA
"Westminster, CA",33.7523,-117.9938,,,,,Westminster,CA
"Dogtown, CA",38.2096,-121.1551,,,,,Dogtown,CA
"Pacifica, CA",37.6112,-122.4781,,,,,Pacifica,CA
"Buellton, CA",34.6152,-120.1943,,,,,Buellton,CA
"New Pine Creek, CA",41.9872,-120.3009,,,,,New Pine Creek,CA
"Canyon Lake, CA",33.6884,-117.2621,,,,,Canyon Lake,CA
"Corcoran, CA",36.0847,-119.5612,,,,,Corcoran,CA
"Kirkwood, CA",38.693,-120.064,,,,,Kirkwood,CA
"Cressey, CA",37.421,-120.6556,,,,,Cressey,CA
"Fields Landing, CA",40.7249,-124.2176,,,,,Fields Landing,CA
"Ashland, CA",37.6942,-122.1159,,,,,Ashland,CA
"Baker, CA",35.2769,-116.0718,,,,,Baker,CA
"Gardena, CA",33.8944,-118.3073,,,,,Gardena,CA
"Foster City, CA",37.5553,-122.2659,,,,,Foster City,CA
"Gonzales, CA",36.506,-121.443,,,,,Gonzales,CA
"Pescadero, CA",37.2507,-122.3725,,,,,Pescadero,CA
"Moores Mill, AL",34.8491,-86.5222,,,,,Moores Mill,AL
"Sanford, AL",31.3006,-86.3975,,,,,Sanford,AL
"Thomasville, AL",31.9111,-87.7419,,,,,Thomasville,AL
"Smoke Rise, AL",33.8789,-86.8241,,,,,Smoke Rise,AL
"Kellyton, AL",32.9791,-86.0358,,,,,Kellyton,AL
"Town Creek, AL",34.6718,-87.4063,,,,,Town Creek,AL
"Glencoe, AL",33.9446,-85.9319,,,,,Glencoe,AL
"Waldo, AL",33.3891,-86.0361,,,,,Waldo,AL
"Ashford, AL",31.1858,-85.2359,,,,,Ashford,AL
"Gu-Win, AL",33.9443,-87.8704,,,,,Gu-Win,AL
"Oxford, AL",33.5966,-85.869,,,,,Oxford,AL
"Irondale, AL",33.544,-86.6599,,,,,Irondale,AL
"Cowarts, AL",31.2041,-85.3062,,,,,Cowarts,AL
"Holtville, AL",32.6314,-86.3268,,,,,Holtville,AL
"Hackneyville, AL",33.0567,-85.9312,,,,,Hackneyville,AL
"Anniston, AL",33.6713,-85.8136,,,,,Anniston,AL
"Gulf Shores, AL",30.2758,-87.7014,,,,,Gulf Shores,AL
"Holt, AL",33.2302,-87.4827,,,,,Holt,AL
"Lineville, AL",33.3129,-85.7508,,,,,Lineville,AL
"Rockford, AL",32.8895,-86.215,,,,,Rockford,AL
"Sumiton, AL",33.7503,-87.0483,,,,,Sumiton,AL
"Grimes, AL",31.2999,-85.4502,,,,,Grimes,AL
"Loachapoka, AL",32.6049,-85.5948,,,,,Loachapoka,AL
"Gordo, AL",33.322,-87.904,,,,,Gordo,AL
"Scottsboro, AL",34.6438,-86.0491,,,,,Scottsboro,AL
"Stewartville, AL",33.0725,-86.2658,,,,,Stewartville,AL
"Louisville, AL",31.781,-85.5583,,,,,Louisville,AL
"Livingston, AL",32.5982,-88.1891,,,,,Livingston,AL
"Hillsboro, AL",34.6407,-87.1838,,,,,Hillsboro,AL
"Gordon, AL",31.1436,-85.0925,,,,,Gordon,AL
"Nauvoo, AL",33.9873,-87.4876,,,,,Nauvoo,AL
"Vance, AL",33.1746,-87.2314,,,,,Vance,AL
"Grove Hill, AL",31.7033,-87.7759,,,,,Grove Hill,AL
"Grant, AL",34.5189,-86.2492,,,,,Grant,AL
"Lockhart, AL",31.0128,-86.3505,,,,,Lockhart,AL
"Castleberry, AL",31.3001,-87.027,,,,,Castleberry,AL
"Dauphin Island, AL",30.2525,-88.1438,,,,,Dauphin Island,AL
"Helena, AL",33.2846,-86.8756,,,,,Helena,AL
"Wilton, AL",33.0813,-86.8799,,,,,Wilton,AL
"Uriah, AL",31.3074,-87.4992,,,,,Uriah,AL
"Selma, AL",32.4166,-87.0336,,,,,Selma,AL
"Lillian, AL",30.4122,-87.432,,,,,Lillian,AL
"Coffeeville, AL",31.7666,-88.0861,,,,,Coffeeville,AL
"Concord, AL",33.4674,-87.0392,,,,,Concord,AL
"Creola, AL",30.8903,-88.01,,,,,Creola,AL
"Trussville, AL",33.6404,-86.5818,,,,,Trussville,AL
"Walnut Grove, AL",34.0641,-86.2864,,,,,Walnut Grove,AL
"Sheffield, AL",34.7559,-87.7007,,,,,Sheffield,AL
"Brantleyville, AL",33.2196,-86.882,,,,,Brantleyville,AL
"Columbiana, AL",33.1932,-86.6115,,,,,Columbiana,AL
"West Jefferson, AL",33.6521,-87.0569,,,,,West Jefferson,AL
"Guntersville, AL",34.3674,-86.2635,,,,,Guntersville,AL
"Selmont-West Selmont, AL",32.3784,-87.0074,,,,,Selmont-West Selmont,AL
"Langston, AL",34.5374,-86.0899,,,,,Langston,AL
"Hollywood, AL",34.719,-85.965,,,,,Hollywood,AL
"Geneva, AL",31.0437,-85.8764,,,,,Geneva,AL
"Napier Field, AL",31.3149,-85.455,,,,,Napier Field,AL
"Calera, AL",33.125,-86.7451,,,,,Calera,AL
"Headland, AL",31.3501,-85.3523,,,,,Headland,AL
"Hissop, AL",32.8746,-86.1159,,,,,Hissop,AL
"Spanish Fort, AL",30.7257,-87.8601,,,,,Spanish Fort,AL
"Enterprise, AL",31.3276,-85.8459,,,,,Enterprise,AL
"Section, AL",34.5816,-85.9849,,,,,Section,AL
"Redland, AL",32.4754,-86.1375,,,,,Redland,AL
"Montevallo, AL",33.1254,-86.8482,,,,,Montevallo,AL
"Glen Allen, AL",33.8922,-87.7328,,,,,Glen Allen,AL
"Magnolia Springs, AL",30.4003,-87.7748,,,,,Magnolia Springs,AL
"Lexington, AL",34.9652,-87.3735,,,,,Lexington,AL
"Dunnavant, AL",33.5006,-86.538,,,,,Dunnavant,AL
"Cusseta, AL",32.7876,-85.3057,,,,,Cusseta,AL
"County Line, AL",33.821,-86.7198,,,,,County Line,AL
"Rock Creek, AL",33.4772,-87.0812,,,,,Rock Creek,AL
"Winfield, AL",33.9324,-87.7964,,,,,Winfield,AL
"Warrior, AL",33.8153,-86.8153,,,,,Warrior,AL
"Morrison Crossroads, AL",33.4198,-85.4903,,,,,Morrison Crossroads,AL
"McIntosh, AL",31.2649,-88.0284,,,,,McIntosh,AL
"Pell City, AL",33.5609,-86.2668,,,,,Pell City,AL
"Vernon, AL",33.7589,-88.1144,,,,,Vernon,AL
"Macedonia, AL",33.4031,-88.2392,,,,,Macedonia,AL
"Courtland, AL",34.6703,-87.3262,,,,,Courtland,AL
"Ardmore, AL",34.9847,-86.8373,,,,,Ardmore,AL
"Mosses, AL",32.1801,-86.6888,,,,,Mosses,AL
"Guin, AL",33.983,-87.9017,,,,,Guin,AL
"McDonald Chapel, AL",33.5189,-86.9385,,,,,McDonald Chapel,AL
"Lanett, AL",32.8576,-85.2079,,,,,Lanett,AL
"Union, AL",32.9938,-87.9071,,,,,Union,AL
"Axis, AL",30.9296,-88.018,,,,,Axis,AL
"Gardendale, AL",33.6679,-86.8068,,,,,Gardendale,AL
"Smiths Station, AL",32.5284,-85.096,,,,,Smiths Station,AL
"Orrville, AL",32.3068,-87.2454,,,,,Orrville,AL
"Double Springs, AL",34.1496,-87.4027,,,,,Double Springs,AL
"Horn Hill, AL",31.2382,-86.3211,,,,,Horn Hill,AL
"Opp, AL",31.2848,-86.257,,,,,Opp,AL
"Lake View, AL",33.2802,-87.1257,,,,,Lake View,AL
"Eldridge, AL",33.922,-87.6201,,,,,Eldridge,AL
"Theodore, AL",30.5408,-88.1884,,,,,Theodore,AL
"Eutaw, AL",32.8436,-87.8987,,,,,Eutaw,AL
"Thorsby, AL",32.917,-86.7203,,,,,Thorsby,AL
"Sylvan Springs, AL",33.5287,-87.0312,,,,,Sylvan Springs,AL
"Midway, AL",32.0764,-85.5244,,,,,Midway,AL
"New Market, AL",34.8892,-86.4226,,,,,New Market,AL
"Centreville, AL",32.9597,-87.1334,,,,,Centreville,AL
"Newton, AL",31.3423,-85.5893,,,,,Newton,AL
"Birmingham, AL",33.5277,-86.7987,,,,,Birmingham,AL
"Montgomery, AL",32.3473,-86.2666,,,,,Montgomery,AL
"Somerville, AL",34.4676,-86.7936,,,,,Somerville,AL
"Woodstock, AL",33.2194,-87.1489,,,,,Woodstock,AL
"Jacksonville, AL",33.8088,-85.7544,,,,,Jacksonville,AL
"Moody, AL",33.5986,-86.4963,,,,,Moody,AL
"Arab, AL",34.3309,-86.4991,,,,,Arab,AL
"Dodge City, AL",34.0452,-86.8837,,,,,Dodge City,AL
"Demopolis, AL",32.498,-87.8298,,,,,Demopolis,AL
"Webb, AL",31.2572,-85.2896,,,,,Webb,AL
"Bristow Cove, AL",34.1092,-86.241,,,,,Bristow Cove,AL
"Altoona, AL",34.031,-86.3181,,,,,Altoona,AL
"Highland Lake, AL",33.8876,-86.4244,,,,,Highland Lake,AL
"Decatur, AL",34.573,-86.9905,,,,,Decatur,AL
"Dutton, AL",34.6062,-85.9119,,,,,Dutton,AL
"Hackleburg, AL",34.2693,-87.8303,,,,,Hackleburg,AL
"Flomaton, AL",31.0127,-87.2541,,,,,Flomaton,AL
"Anderson, AL",34.9147,-87.2716,,,,,Anderson,AL
"Talladega Springs, AL",33.1191,-86.442,,,,,Talladega Springs,AL
"East Brewton, AL",31.0906,-87.0556,,,,,East Brewton,AL
"Daviston, AL",33.0557,-85.6371,,,,,Daviston,AL
"Pelham, AL",33.3114,-86.7573,,,,,Pelham,AL
"Linden, AL",32.3001,-87.7926,,,,,Linden,AL
"McKenzie, AL",31.5429,-86.7246,,,,,McKenzie,AL
"Marbury, AL",32.6793,-86.4607,,,,,Marbury,AL
"Excel, AL",31.4264,-87.3433,,,,,Excel,AL
"Cullman, AL",34.1777,-86.8399,,,,,Cullman,AL
"Evergreen, AL",31.4342,-86.9723,,,,,Evergreen,AL
"Childersburg, AL",33.2962,-86.3456,,,,,Childersburg,AL
"Oakman, AL",33.7141,-87.389,,,,,Oakman,AL
"Madison, AL",34.7114,-86.7626,,,,,Madison,AL
"Allgood, AL",33.9064,-86.5178,,,,,Allgood,AL
"Roanoke, AL",33.1453,-85.3694,,,,,Roanoke,AL
"Moundville, AL",32.9968,-87.6272,,,,,Moundville,AL
"Cullomburg, AL",31.7131,-88.2917,,,,,Cullomburg,AL
"Red Level, AL",31.4055,-86.6084,,,,,Red Level,AL
"Nectar, AL",33.9686,-86.6346,,,,,Nectar,AL
"Haleyville, AL",34.2349,-87.6166,,,,,Haleyville,AL
"Tarrant, AL",33.5945,-86.7684,,,,,Tarrant,AL
"St. Florian, AL",34.8708,-87.6222,,,,,St. Florian,AL
"Myrtlewood, AL",32.2521,-87.9492,,,,,Myrtlewood,AL
"West End-Cobb Town, AL",33.6525,-85.8741,,,,,West End-Cobb Town,AL
"Hurtsboro, AL",32.2401,-85.4147,,,,,Hurtsboro,AL
"Littleville, AL",34.5951,-87.6719,,,,,Littleville,AL
"Brilliant, AL",34.0254,-87.7692,,,,,Brilliant,AL
"Franklin, AL",32.4551,-85.8066,,,,,Franklin,AL
"Onycha, AL",31.2246,-86.2785,,,,,Onycha,AL
"Boykin, AL",32.0701,-87.2914,,,,,Boykin,AL
"Stockton, AL",30.9946,-87.86,,,,,Stockton,AL
"Jemison, AL",32.9696,-86.7339,,,,,Jemison,AL
"Lipscomb, AL",33.4261,-86.926,,,,,Lipscomb,AL
"Athens, AL",34.7847,-86.951,,,,,Athens,AL
"Fairfield, AL",33.4747,-86.9194,,,,,Fairfield,AL
"Black, AL",31.0102,-85.7428,,,,,Black,AL
"Saks, AL",33.7119,-85.8535,,,,,Saks,AL
"Petrey, AL",31.8495,-86.2057,,,,,Petrey,AL
"Pinckard, AL",31.3173,-85.543,,,,,Pinckard,AL
"Andalusia, AL",31.3101,-86.4781,,,,,Andalusia,AL
"Ashville, AL",33.8331,-86.2698,,,,,Ashville,AL
"Abbeville, AL",31.5664,-85.2528,,,,,Abbeville,AL
"Alexander City, AL",32.9242,-85.9361,,,,,Alexander City,AL
"Fort Rucker, AL",31.3428,-85.7154,,,,,Fort Rucker,AL
"Fulton, AL",31.7916,-87.7397,,,,,Fulton,AL
"Clanton, AL",32.8439,-86.623,,,,,Clanton,AL
"Odenville, AL",33.6987,-86.4225,,,,,Odenville,AL
"Thomaston, AL",32.2683,-87.6237,,,,,Thomaston,AL
"Lowndesboro, AL",32.2764,-86.6108,,,,,Lowndesboro,AL
"Leesburg, AL",34.1839,-85.775,,,,,Leesburg,AL
"Aliceville, AL",33.1237,-88.1594,,,,,Aliceville,AL
"Bear Creek, AL",34.2651,-87.7164,,,,,Bear Creek,AL
"Carolina, AL",31.2337,-86.5227,,,,,Carolina,AL
"Hamilton, AL",34.1346,-87.9755,,,,,Hamilton,AL
"Akron, AL",32.8785,-87.7429,,,,,Akron,AL
"Jackson, AL",31.5318,-87.8915,,,,,Jackson,AL
"Midfield, AL",33.4552,-86.9227,,,,,Midfield,AL
"Argo, AL",33.6962,-86.5065,,,,,Argo,AL
"North Courtland, AL",34.6788,-87.3083,,,,,North Courtland,AL
"Daleville, AL",31.2915,-85.7117,,,,,Daleville,AL
"Goldville, AL",33.0841,-85.7831,,,,,Goldville,AL
"Mignon, AL",33.1948,-86.2651,,,,,Mignon,AL
"Harpersville, AL",33.3184,-86.4287,,,,,Harpersville,AL
"Vinegar Bend, AL",31.2594,-88.3712,,,,,Vinegar Bend,AL
"Wetumpka, AL",32.5405,-86.2053,,,,,Wetumpka,AL
"Citronelle, AL",31.0952,-88.2467,,,,,Citronelle,AL
"Hartford, AL",31.1055,-85.6916,,,,,Hartford,AL
"Tuscaloosa, AL",33.2348,-87.5266,,,,,Tuscaloosa,AL
"Bay Minette, AL",30.893,-87.7912,,,,,Bay Minette,AL
"Hayneville, AL",32.1821,-86.5787,,,,,Hayneville,AL
"Hatton, AL",34.5611,-87.4136,,,,,Hatton,AL
"Hoover, AL",33.3754,-86.8065,,,,,Hoover,AL
"Detroit, AL",34.0274,-88.1678,,,,,Detroit,AL
"Meridianville, AL",34.8729,-86.5722,,,,,Meridianville,AL
"Rainsville, AL",34.4939,-85.8435,,,,,Rainsville,AL
"Troy, AL",31.8021,-85.9665,,,,,Troy,AL
"Underwood-Petersville, AL",34.877,-87.6974,,,,,Underwood-Petersville,AL
"Elkmont, AL",34.9291,-86.9767,,,,,Elkmont,AL
"Brookwood, AL",33.2397,-87.3277,,,,,Brookwood,AL
"Muscle Shoals, AL",34.7435,-87.6343,,,,,Muscle Shoals,AL
"Fairview, AL",34.2477,-86.6843,,,,,Fairview,AL
"Southside, AL",33.9007,-86.0237,,,,,Southside,AL
"Luverne, AL",31.7186,-86.2687,,,,,Luverne,AL
"Lynn, AL",34.0548,-87.5555,,,,,Lynn,AL
"Skyline, AL",34.7987,-86.1229,,,,,Skyline,AL
"Millry, AL",31.6256,-88.3191,,,,,Millry,AL
"Fruithurst, AL",33.7297,-85.4312,,,,,Fruithurst,AL
"Eunola, AL",31.0326,-85.841,,,,,Eunola,AL
"South Vinemont, AL",34.2348,-86.8642,,,,,South Vinemont,AL
"Huguley, AL",32.8431,-85.2397,,,,,Huguley,AL
"Clayton, AL",31.8822,-85.4604,,,,,Clayton,AL
"Dora, AL",33.7292,-87.085,,,,,Dora,AL
"Elberta, AL",30.3847,-87.5886,,,,,Elberta,AL
"Gulfcrest, AL",30.9925,-88.2399,,,,,Gulfcrest,AL
"Berry, AL",33.6623,-87.6079,,,,,Berry,AL
"Colony, AL",33.9413,-86.9016,,,,,Colony,AL
"Boaz, AL",34.1985,-86.1529,,,,,Boaz,AL
"Twin, AL",33.9978,-87.8497,,,,,Twin,AL
"Libertyville, AL",31.2428,-86.4599,,,,,Libertyville,AL
"Coker, AL",33.2446,-87.6799,,,,,Coker,AL
