City,lat,lng,,,,,city,state_id
"Carlton, MN",46.6635,-92.407,,,,,Carlton,MN
"Mountain Iron, MN",47.5473,-92.6252,,,,,Mountain Iron,MN
"Boyd, MN",44.8512,-95.9008,,,,,Boyd,MN
"Frost, MN",43.5846,-93.9248,,,,,Frost,MN
"Hendrum, MN",47.2641,-96.8104,,,,,Hendrum,MN
"Zumbro Falls, MN",44.2849,-92.4265,,,,,Zumbro Falls,MN
"New Germany, MN",44.8861,-93.9731,,,,,New Germany,MN
"Blackduck, MN",47.7263,-94.548,,,,,Blackduck,MN
"Riverton, MN",46.4584,-94.0488,,,,,Riverton,MN
"Willow River, MN",46.3204,-92.835,,,,,Willow River,MN
"Holdingford, MN",45.7298,-94.4717,,,,,Holdingford,MN
"Winthrop, MN",44.5427,-94.361,,,,,Winthrop,MN
"Janesville, MN",44.1214,-93.7107,,,,,Janesville,MN
"Park Rapids, MN",46.917,-95.0596,,,,,Park Rapids,MN
"Graceville, MN",45.5686,-96.4372,,,,,Graceville,MN
"Granada, MN",43.6933,-94.3495,,,,,Granada,MN
"Lonsdale, MN",44.4776,-93.422,,,,,Lonsdale,MN
"Hayward, MN",43.6499,-93.246,,,,,Hayward,MN
"Vadnais Heights, MN",45.057,-93.0747,,,,,Vadnais Heights,MN
"Medina, MN",45.0326,-93.5834,,,,,Medina,MN
"Medicine Lake, MN",44.998,-93.4195,,,,,Medicine Lake,MN
"Kettle River, MN",46.4862,-92.8775,,,,,Kettle River,MN
"Fisher, MN",47.7993,-96.7995,,,,,Fisher,MN
"Hanover, MN",45.158,-93.6631,,,,,Hanover,MN
"Heron Lake, MN",43.7981,-95.3197,,,,,Heron Lake,MN
"Hokah, MN",43.7598,-91.3501,,,,,Hokah,MN
"Watertown, MN",44.9603,-93.8431,,,,,Watertown,MN
"Lafayette, MN",44.4471,-94.3927,,,,,Lafayette,MN
"Twin Valley, MN",47.2589,-96.2592,,,,,Twin Valley,MN
"Hampton, MN",44.6085,-93.0025,,,,,Hampton,MN
"Kasota, MN",44.2916,-93.969,,,,,Kasota,MN
"Inver Grove Heights, MN",44.8247,-93.0596,,,,,Inver Grove Heights,MN
"Hitterdal, MN",46.9778,-96.2584,,,,,Hitterdal,MN
"Denham, MN",46.3617,-92.9415,,,,,Denham,MN
"Newfolden, MN",48.3568,-96.3298,,,,,Newfolden,MN
"Afton, MN",44.9042,-92.8173,,,,,Afton,MN
"Ironton, MN",46.4817,-93.9977,,,,,Ironton,MN
"Thief River Falls, MN",48.1112,-96.1771,,,,,Thief River Falls,MN
"Proctor, MN",46.7416,-92.2277,,,,,Proctor,MN
"Sabin, MN",46.7814,-96.6542,,,,,Sabin,MN
"Alden, MN",43.6695,-93.5735,,,,,Alden,MN
"Roscoe, MN",45.4324,-94.6365,,,,,Roscoe,MN
"Brooklyn Park, MN",45.1112,-93.3505,,,,,Brooklyn Park,MN
"Edina, MN",44.8914,-93.3602,,,,,Edina,MN
"Long Prairie, MN",45.9775,-94.8629,,,,,Long Prairie,MN
"Dovray, MN",44.0545,-95.5477,,,,,Dovray,MN
"Big Falls, MN",48.1794,-93.8092,,,,,Big Falls,MN
"Richmond, MN",45.4556,-94.5153,,,,,Richmond,MN
"Nicollet, MN",44.2746,-94.1885,,,,,Nicollet,MN
"Madelia, MN",44.0482,-94.4198,,,,,Madelia,MN
"Foreston, MN",45.7321,-93.7095,,,,,Foreston,MN
"Pine Springs, MN",45.0368,-92.9543,,,,,Pine Springs,MN
"Underwood, MN",46.287,-95.8721,,,,,Underwood,MN
"Ramsey, MN",45.2617,-93.4494,,,,,Ramsey,MN
"Ghent, MN",44.5116,-95.8926,,,,,Ghent,MN
"Litchfield, MN",45.1221,-94.5255,,,,,Litchfield,MN
"Coates, MN",44.716,-93.0323,,,,,Coates,MN
"Spicer, MN",45.2329,-94.9401,,,,,Spicer,MN
"Brooten, MN",45.5003,-95.1162,,,,,Brooten,MN
"Two Harbors, MN",47.03,-91.675,,,,,Two Harbors,MN
"Osage, MN",46.9283,-95.2586,,,,,Osage,MN
"Delano, MN",45.038,-93.7923,,,,,Delano,MN
"Crosby, MN",46.4892,-93.9573,,,,,Crosby,MN
"Kelliher, MN",47.9438,-94.4446,,,,,Kelliher,MN
"Mendota Heights, MN",44.8815,-93.14,,,,,Mendota Heights,MN
"Lake City, MN",44.4453,-92.2796,,,,,Lake City,MN
"Pine River, MN",46.7225,-94.3975,,,,,Pine River,MN
"Trail, MN",47.7833,-95.6981,,,,,Trail,MN
"Lake Lillian, MN",44.9458,-94.88,,,,,Lake Lillian,MN
"Farwell, MN",45.7524,-95.6189,,,,,Farwell,MN
"Bena, MN",47.3404,-94.206,,,,,Bena,MN
"Blaine, MN",45.1696,-93.2078,,,,,Blaine,MN
"Hadley, MN",43.9987,-95.8575,,,,,Hadley,MN
"Alvarado, MN",48.1929,-96.9985,,,,,Alvarado,MN
"Harding, MN",46.1191,-94.0368,,,,,Harding,MN
"Rutledge, MN",46.257,-92.8696,,,,,Rutledge,MN
"Moose Lake, MN",46.4445,-92.7634,,,,,Moose Lake,MN
"Brownton, MN",44.7326,-94.3507,,,,,Brownton,MN
"Clarissa, MN",46.1284,-94.949,,,,,Clarissa,MN
"Houston, MN",43.7581,-91.5707,,,,,Houston,MN
"Redby, MN",47.8717,-94.9184,,,,,Redby,MN
"Red Wing, MN",44.5816,-92.6036,,,,,Red Wing,MN
"Karlstad, MN",48.578,-96.5169,,,,,Karlstad,MN
"McGrath, MN",46.2421,-93.2751,,,,,McGrath,MN
"Worthington, MN",43.6282,-95.599,,,,,Worthington,MN
"Warren, MN",48.194,-96.7688,,,,,Warren,MN
"Buhl, MN",47.4994,-92.7692,,,,,Buhl,MN
"Big Lake, MN",45.3416,-93.7431,,,,,Big Lake,MN
"Frontenac, MN",44.5061,-92.3511,,,,,Frontenac,MN
"Tyler, MN",44.2786,-96.1355,,,,,Tyler,MN
"Beardsley, MN",45.5577,-96.7139,,,,,Beardsley,MN
"Morris, MN",45.5855,-95.9048,,,,,Morris,MN
"Nevis, MN",46.9646,-94.8425,,,,,Nevis,MN
"Deer River, MN",47.3409,-93.7961,,,,,Deer River,MN
"Genola, MN",45.9653,-94.1129,,,,,Genola,MN
"Jasper, MN",43.8491,-96.3999,,,,,Jasper,MN
"Baxter, MN",46.3426,-94.2794,,,,,Baxter,MN
"Belgrade, MN",45.4507,-94.9998,,,,,Belgrade,MN
"Morton, MN",44.5534,-94.985,,,,,Morton,MN
"Elk River, MN",45.3314,-93.567,,,,,Elk River,MN
"Ihlen, MN",43.9122,-96.3709,,,,,Ihlen,MN
"Howard Lake, MN",45.0605,-94.067,,,,,Howard Lake,MN
"Ceylon, MN",43.5329,-94.6307,,,,,Ceylon,MN
"Cromwell, MN",46.6795,-92.873,,,,,Cromwell,MN
"Marine on St. Croix, MN",45.1983,-92.7783,,,,,Marine on St. Croix,MN
"Hill City, MN",46.983,-93.5959,,,,,Hill City,MN
"Audubon, MN",46.8629,-95.9809,,,,,Audubon,MN
"Austin, MN",43.6722,-92.9761,,,,,Austin,MN
"Flensburg, MN",45.948,-94.5301,,,,,Flensburg,MN
"Echo, MN",44.6218,-95.4115,,,,,Echo,MN
"Evansville, MN",46.0062,-95.6869,,,,,Evansville,MN
"Georgetown, MN",47.0784,-96.7959,,,,,Georgetown,MN
"Hartland, MN",43.8042,-93.4844,,,,,Hartland,MN
"Wendell, MN",46.0359,-96.1008,,,,,Wendell,MN
"Askov, MN",46.1886,-92.7824,,,,,Askov,MN
"New Hope, MN",45.0375,-93.3869,,,,,New Hope,MN
"Annandale, MN",45.2598,-94.1206,,,,,Annandale,MN
"White Bear Lake, MN",45.0655,-93.015,,,,,White Bear Lake,MN
"Steen, MN",43.5143,-96.2631,,,,,Steen,MN
"Holland, MN",44.0897,-96.1945,,,,,Holland,MN
"St. Rosa, MN",45.7286,-94.7162,,,,,St. Rosa,MN
"Miesville, MN",44.599,-92.8196,,,,,Miesville,MN
"Clear Lake, MN",45.4463,-93.9985,,,,,Clear Lake,MN
"Pemberton, MN",44.0085,-93.7837,,,,,Pemberton,MN
"Bertha, MN",46.2671,-95.0618,,,,,Bertha,MN
"Montgomery, MN",44.4451,-93.5797,,,,,Montgomery,MN
"Claremont, MN",44.0449,-92.9976,,,,,Claremont,MN
"Oak Park Heights, MN",45.0324,-92.8099,,,,,Oak Park Heights,MN
"Sedan, MN",45.5782,-95.2451,,,,,Sedan,MN
"Herman, MN",45.8105,-96.1414,,,,,Herman,MN
"Dent, MN",46.5527,-95.7187,,,,,Dent,MN
"Waldorf, MN",43.9332,-93.6976,,,,,Waldorf,MN
"Brewster, MN",43.6973,-95.4645,,,,,Brewster,MN
"Eden Prairie, MN",44.8488,-93.4595,,,,,Eden Prairie,MN
"Round Lake, MN",43.5372,-95.4705,,,,,Round Lake,MN
"Tamarack, MN",46.653,-93.125,,,,,Tamarack,MN
"Manchester, MN",43.7256,-93.4511,,,,,Manchester,MN
"Vermillion, MN",44.6735,-92.9643,,,,,Vermillion,MN
"Gilman, MN",45.7353,-93.9483,,,,,Gilman,MN
"Breezy Point, MN",46.6081,-94.218,,,,,Breezy Point,MN
"Nisswa, MN",46.5003,-94.2977,,,,,Nisswa,MN
"Spring Hill, MN",45.5233,-94.8317,,,,,Spring Hill,MN
"Little Canada, MN",45.0244,-93.0863,,,,,Little Canada,MN
"Hector, MN",44.7413,-94.712,,,,,Hector,MN
"Lastrup, MN",46.0398,-94.0621,,,,,Lastrup,MN
"Wolverton, MN",46.563,-96.7363,,,,,Wolverton,MN
"Holloway, MN",45.2441,-95.9112,,,,,Holloway,MN
"Hardwick, MN",43.7742,-96.1975,,,,,Hardwick,MN
"Beaulieu, MN",47.3389,-95.8054,,,,,Beaulieu,MN
"Andover, MN",45.2571,-93.3265,,,,,Andover,MN
"St. Cloud, MN",45.5339,-94.1718,,,,,St. Cloud,MN
"Maynard, MN",44.9056,-95.4687,,,,,Maynard,MN
"Dundee, MN",43.844,-95.4666,,,,,Dundee,MN
"Chanhassen, MN",44.8544,-93.5621,,,,,Chanhassen,MN
"Melrose, MN",45.6758,-94.8129,,,,,Melrose,MN
"Bruno, MN",46.281,-92.668,,,,,Bruno,MN
"Badger, MN",48.7768,-96.0213,,,,,Badger,MN
"Eyota, MN",43.9883,-92.2321,,,,,Eyota,MN
"Mazeppa, MN",44.2737,-92.5402,,,,,Mazeppa,MN
"Avon, MN",45.6094,-94.4609,,,,,Avon,MN
"Barrett, MN",45.9124,-95.8943,,,,,Barrett,MN
"St. Marys Point, MN",44.9129,-92.7703,,,,,St. Marys Point,MN
"St. Bonifacius, MN",44.9053,-93.7474,,,,,St. Bonifacius,MN
"Gilbert, MN",47.4913,-92.4612,,,,,Gilbert,MN
"Hermantown, MN",46.8058,-92.2407,,,,,Hermantown,MN
"Mapleview, MN",43.6901,-92.974,,,,,Mapleview,MN
"Balaton, MN",44.2331,-95.8707,,,,,Balaton,MN
"Ellsworth, MN",43.5206,-96.0186,,,,,Ellsworth,MN
"Watkins, MN",45.3153,-94.412,,,,,Watkins,MN
"Maple Grove, MN",45.1089,-93.4626,,,,,Maple Grove,MN
"Sauk Centre, MN",45.736,-94.9523,,,,,Sauk Centre,MN
"Richfield, MN",44.8762,-93.2833,,,,,Richfield,MN
"Kingston, MN",45.196,-94.3109,,,,,Kingston,MN
"Wadena, MN",46.4453,-95.1281,,,,,Wadena,MN
"Millerville, MN",46.0691,-95.5571,,,,,Millerville,MN
"McKinley, MN",47.509,-92.4057,,,,,McKinley,MN
"Hamburg, MN",44.7328,-93.9646,,,,,Hamburg,MN
"Albert Lea, MN",43.6546,-93.3641,,,,,Albert Lea,MN
"Homer, MN",44.0084,-91.5601,,,,,Homer,MN
"Freeport, MN",45.6627,-94.6888,,,,,Freeport,MN
"Garden City, MN",44.0485,-94.1713,,,,,Garden City,MN
"Kimball, MN",45.3144,-94.3008,,,,,Kimball,MN
"Eden Valley, MN",45.3262,-94.5455,,,,,Eden Valley,MN
"Utica, MN",43.9772,-91.9494,,,,,Utica,MN
"Hendricks, MN",44.5076,-96.4281,,,,,Hendricks,MN
"Raymond, MN",45.0186,-95.2369,,,,,Raymond,MN
"Sauk Rapids, MN",45.598,-94.154,,,,,Sauk Rapids,MN
"Storden, MN",44.0396,-95.3193,,,,,Storden,MN
"Shakopee, MN",44.7744,-93.4764,,,,,Shakopee,MN
"Sunburg, MN",45.3476,-95.24,,,,,Sunburg,MN
"East Grand Forks, MN",47.9284,-97.0138,,,,,East Grand Forks,MN
"Grand Rapids, MN",47.238,-93.5327,,,,,Grand Rapids,MN
"Lake George, MN",47.1881,-94.9801,,,,,Lake George,MN
"Federal Dam, MN",47.2407,-94.219,,,,,Federal Dam,MN
"Gully, MN",47.7684,-95.6229,,,,,Gully,MN
"Trommald, MN",46.5058,-94.0154,,,,,Trommald,MN
"Wheaton, MN",45.8059,-96.498,,,,,Wheaton,MN
"Paynesville, MN",45.3785,-94.7217,,,,,Paynesville,MN
"Dakota, MN",43.9106,-91.3605,,,,,Dakota,MN
"St. Joseph, MN",45.5609,-94.3084,,,,,St. Joseph,MN
"Waseca, MN",44.0826,-93.5025,,,,,Waseca,MN
"Scanlon, MN",46.7066,-92.43,,,,,Scanlon,MN
"Brooklyn Center, MN",45.0681,-93.3162,,,,,Brooklyn Center,MN
"Ada, MN",47.2992,-96.5165,,,,,Ada,MN
"Minnetonka, MN",44.9332,-93.4617,,,,,Minnetonka,MN
"Kellogg, MN",44.3074,-91.9989,,,,,Kellogg,MN
"Akeley, MN",47.0005,-94.728,,,,,Akeley,MN
"Coleraine, MN",47.2638,-93.4524,,,,,Coleraine,MN
"Nimrod, MN",46.6375,-94.8805,,,,,Nimrod,MN
"Dassel, MN",45.083,-94.315,,,,,Dassel,MN
"Deerwood, MN",46.4729,-93.9,,,,,Deerwood,MN
"Waltham, MN",43.8193,-92.8746,,,,,Waltham,MN
"Brainerd, MN",46.3553,-94.1983,,,,,Brainerd,MN
"Glyndon, MN",46.8709,-96.5784,,,,,Glyndon,MN
"Warba, MN",47.1367,-93.2657,,,,,Warba,MN
"Cleveland, MN",44.3236,-93.8353,,,,,Cleveland,MN
"Lamberton, MN",44.2306,-95.2676,,,,,Lamberton,MN
"Pennock, MN",45.1459,-95.175,,,,,Pennock,MN
"Murdock, MN",45.2234,-95.3946,,,,,Murdock,MN
"Wilmont, MN",43.765,-95.8269,,,,,Wilmont,MN
"Twin Lakes, MN",43.5608,-93.4235,,,,,Twin Lakes,MN
"Elkton, MN",43.6602,-92.7065,,,,,Elkton,MN
"North Branch, MN",45.5137,-92.9601,,,,,North Branch,MN
"Oklee, MN",47.839,-95.8509,,,,,Oklee,MN
"Ogilvie, MN",45.8291,-93.4221,,,,,Ogilvie,MN
"Goodview, MN",44.0693,-91.7167,,,,,Goodview,MN
"Correll, MN",45.232,-96.1627,,,,,Correll,MN
"Angle Inlet, MN",49.3465,-95.0732,,,,,Angle Inlet,MN
"Green Isle, MN",44.6804,-94.0052,,,,,Green Isle,MN
"Hoyt Lakes, MN",47.5598,-92.1157,,,,,Hoyt Lakes,MN
"Eagan, MN",44.8169,-93.1638,,,,,Eagan,MN
"Quamba, MN",45.9155,-93.1753,,,,,Quamba,MN
"Minneiska, MN",44.1976,-91.8764,,,,,Minneiska,MN
"Apple Valley, MN",44.7457,-93.2006,,,,,Apple Valley,MN
"Nassau, MN",45.0677,-96.4417,,,,,Nassau,MN
"Bejou, MN",47.4429,-95.9727,,,,,Bejou,MN
"Bird Island, MN",44.7648,-94.8949,,,,,Bird Island,MN
"Laporte, MN",47.2147,-94.7573,,,,,Laporte,MN
"Lynd, MN",44.3973,-95.8812,,,,,Lynd,MN
"Chandler, MN",43.9306,-95.9512,,,,,Chandler,MN
"Cokato, MN",45.0771,-94.1879,,,,,Cokato,MN
"Fifty Lakes, MN",46.7618,-94.0897,,,,,Fifty Lakes,MN
"Lake Shore, MN",46.504,-94.3635,,,,,Lake Shore,MN
"Dawson, MN",44.9289,-96.0504,,,,,Dawson,MN
"Mahtomedi, MN",45.0619,-92.966,,,,,Mahtomedi,MN
"Buckman, MN",45.8973,-94.094,,,,,Buckman,MN
"Walters, MN",43.6049,-93.6743,,,,,Walters,MN
"Sargeant, MN",43.8057,-92.8006,,,,,Sargeant,MN
"Orono, MN",44.9644,-93.5909,,,,,Orono,MN
"Starbuck, MN",45.6121,-95.5333,,,,,Starbuck,MN
"Eitzen, MN",43.508,-91.4636,,,,,Eitzen,MN
"Corcoran, MN",45.1089,-93.5837,,,,,Corcoran,MN
"Arden Hills, MN",45.0722,-93.1671,,,,,Arden Hills,MN
"Minneota, MN",44.5626,-95.9827,,,,,Minneota,MN
"Montrose, MN",45.0668,-93.9206,,,,,Montrose,MN
"Lakeland, MN",44.9503,-92.77,,,,,Lakeland,MN
"Bayport, MN",45.0152,-92.7789,,,,,Bayport,MN
"Ortonville, MN",45.3017,-96.4415,,,,,Ortonville,MN
"Trenton, MI",42.1395,-83.193,,,,,Trenton,MI
"Sanford, MI",43.6777,-84.3803,,,,,Sanford,MI
"Stanton, MI",43.2928,-85.0789,,,,,Stanton,MI
"Glen Arbor, MI",44.896,-85.99,,,,,Glen Arbor,MI
"Rapid City, MI",44.8366,-85.2871,,,,,Rapid City,MI
"Sturgis, MI",41.8004,-85.4181,,,,,Sturgis,MI
"Inkster, MI",42.2935,-83.3148,,,,,Inkster,MI
"White Pine, MI",46.7402,-89.5813,,,,,White Pine,MI
"Norton Shores, MI",43.1621,-86.2519,,,,,Norton Shores,MI
"Wolf Lake, MI",43.2451,-86.1073,,,,,Wolf Lake,MI
"Lake Fenton, MI",42.8453,-83.7086,,,,,Lake Fenton,MI
"Almont, MI",42.9208,-83.0435,,,,,Almont,MI
"Escanaba, MI",45.7477,-87.09,,,,,Escanaba,MI
"Alpena, MI",45.074,-83.4399,,,,,Alpena,MI
"Grand Beach, MI",41.774,-86.7887,,,,,Grand Beach,MI
"Dansville, MI",42.5558,-84.303,,,,,Dansville,MI
"Delton, MI",42.4951,-85.4117,,,,,Delton,MI
"Jasper, MI",41.7859,-84.0403,,,,,Jasper,MI
"Buckley, MI",44.5033,-85.672,,,,,Buckley,MI
"Gwinn, MI",46.2912,-87.4372,,,,,Gwinn,MI
"Wyoming, MI",42.8909,-85.7066,,,,,Wyoming,MI
"Walloon Lake, MI",45.2719,-84.9413,,,,,Walloon Lake,MI
"Eastwood, MI",42.3027,-85.5447,,,,,Eastwood,MI
"Whittemore, MI",44.2337,-83.8033,,,,,Whittemore,MI
"Port Hope, MI",43.9395,-82.7149,,,,,Port Hope,MI
"Holt, MI",42.6416,-84.5307,,,,,Holt,MI
"Rockford, MI",43.1266,-85.5582,,,,,Rockford,MI
"Norwood, MI",45.2239,-85.3791,,,,,Norwood,MI
"Lupton, MI",44.4297,-84.0225,,,,,Lupton,MI
"Ann Arbor, MI",42.2755,-83.7312,,,,,Ann Arbor,MI
"Manistique, MI",45.9591,-86.2507,,,,,Manistique,MI
"Climax, MI",42.2383,-85.336,,,,,Climax,MI
"Livonia, MI",42.3972,-83.3733,,,,,Livonia,MI
"Barton Hills, MI",42.3167,-83.7561,,,,,Barton Hills,MI
"Grand Blanc, MI",42.9258,-83.6181,,,,,Grand Blanc,MI
"Ossineke, MI",44.9072,-83.4287,,,,,Ossineke,MI
"Eastlake, MI",44.2449,-86.2927,,,,,Eastlake,MI
"Cadillac, MI",44.2494,-85.4163,,,,,Cadillac,MI
"Montague, MI",43.4128,-86.3636,,,,,Montague,MI
"Luna Pier, MI",41.8049,-83.4426,,,,,Luna Pier,MI
"Grant, MI",43.3348,-85.8094,,,,,Grant,MI
"Boyne Falls, MI",45.1678,-84.9131,,,,,Boyne Falls,MI
"Fair Plain, MI",42.0823,-86.4515,,,,,Fair Plain,MI
"Vermontville, MI",42.6271,-85.0249,,,,,Vermontville,MI
"Westphalia, MI",42.9303,-84.798,,,,,Westphalia,MI
"Merrill, MI",43.4091,-84.3345,,,,,Merrill,MI
"Lake Odessa, MI",42.7824,-85.1374,,,,,Lake Odessa,MI
"Caberfae, MI",44.2492,-85.7256,,,,,Caberfae,MI
"Detroit, MI",42.3834,-83.1024,,,,,Detroit,MI
"Nessen City, MI",44.5203,-85.8728,,,,,Nessen City,MI
"Concord, MI",42.1762,-84.6456,,,,,Concord,MI
"Lake Orion, MI",42.7827,-83.2456,,,,,Lake Orion,MI
"Milan, MI",42.0815,-83.6854,,,,,Milan,MI
"Frankenmuth, MI",43.3321,-83.7395,,,,,Frankenmuth,MI
"Le Roy, MI",44.0381,-85.4538,,,,,Le Roy,MI
"DeWitt, MI",42.8364,-84.575,,,,,DeWitt,MI
"Mason, MI",42.5806,-84.4427,,,,,Mason,MI
"Keego Harbor, MI",42.6088,-83.3442,,,,,Keego Harbor,MI
"Perrinton, MI",43.1807,-84.6793,,,,,Perrinton,MI
"West Ishpeming, MI",46.4884,-87.7171,,,,,West Ishpeming,MI
"Lewiston, MI",44.873,-84.3281,,,,,Lewiston,MI
"Madison Heights, MI",42.5073,-83.1034,,,,,Madison Heights,MI
"Tekonsha, MI",42.0967,-84.9899,,,,,Tekonsha,MI
"Harrisville, MI",44.6575,-83.2946,,,,,Harrisville,MI
"New Era, MI",43.5595,-86.3477,,,,,New Era,MI
"St. Johns, MI",43.0001,-84.5563,,,,,St. Johns,MI
"Detroit Beach, MI",41.9313,-83.3292,,,,,Detroit Beach,MI
"Powers, MI",45.688,-87.5265,,,,,Powers,MI
"Freeland, MI",43.5198,-84.1125,,,,,Freeland,MI
"Barryton, MI",43.7505,-85.1436,,,,,Barryton,MI
"Melvin, MI",43.1864,-82.8617,,,,,Melvin,MI
"Hardwood Acres, MI",44.7213,-85.8261,,,,,Hardwood Acres,MI
"Scottville, MI",43.9511,-86.2798,,,,,Scottville,MI
"Filer City, MI",44.2149,-86.2889,,,,,Filer City,MI
"Bay View, MI",45.3834,-84.9304,,,,,Bay View,MI
"Sterling Heights, MI",42.5809,-83.0305,,,,,Sterling Heights,MI
"Dollar Bay, MI",47.1277,-88.5085,,,,,Dollar Bay,MI
"New Lothrop, MI",43.1168,-83.9693,,,,,New Lothrop,MI
"Quinnesec, MI",45.803,-87.9958,,,,,Quinnesec,MI
"Standish, MI",43.9794,-83.9637,,,,,Standish,MI
"Bloomingdale, MI",42.3833,-85.959,,,,,Bloomingdale,MI
"Buchanan, MI",41.8283,-86.3657,,,,,Buchanan,MI
"Clawson, MI",42.5367,-83.1504,,,,,Clawson,MI
"Deerfield, MI",41.8901,-83.7789,,,,,Deerfield,MI
"St. Louis, MI",43.4082,-84.6118,,,,,St. Louis,MI
"Au Sable, MI",44.4105,-83.3423,,,,,Au Sable,MI
"East Lansing, MI",42.748,-84.4835,,,,,East Lansing,MI
"Grand Haven, MI",43.0553,-86.2201,,,,,Grand Haven,MI
"Lexington, MI",43.2671,-82.537,,,,,Lexington,MI
"Breedsville, MI",42.3489,-86.0718,,,,,Breedsville,MI
"Mackinaw City, MI",45.7752,-84.7477,,,,,Mackinaw City,MI
"Benton Heights, MI",42.1211,-86.4137,,,,,Benton Heights,MI
"Port Austin, MI",44.0431,-82.9945,,,,,Port Austin,MI
"Waldron, MI",41.7242,-84.4189,,,,,Waldron,MI
"Mackinac Island, MI",45.8593,-84.6253,,,,,Mackinac Island,MI
"Skidway Lake, MI",44.1919,-84.0467,,,,,Skidway Lake,MI
"Shields, MI",43.4174,-84.0731,,,,,Shields,MI
"Vernon, MI",42.9392,-84.0329,,,,,Vernon,MI
"Caledonia, MI",42.7945,-85.5153,,,,,Caledonia,MI
"Flat Rock, MI",42.0991,-83.2716,,,,,Flat Rock,MI
"Hillsdale, MI",41.9266,-84.6356,,,,,Hillsdale,MI
"Dryden, MI",42.9456,-83.124,,,,,Dryden,MI
"Goodrich, MI",42.9147,-83.5092,,,,,Goodrich,MI
"St. James, MI",45.7474,-85.5173,,,,,St. James,MI
"Rose City, MI",44.4209,-84.116,,,,,Rose City,MI
"Lake Linden, MI",47.1939,-88.4055,,,,,Lake Linden,MI
"Coldwater, MI",41.9466,-84.9989,,,,,Coldwater,MI
"Davison, MI",43.0319,-83.5186,,,,,Davison,MI
"Sheridan, MI",43.2086,-85.0739,,,,,Sheridan,MI
"Tecumseh, MI",42.0065,-83.945,,,,,Tecumseh,MI
"Dimondale, MI",42.6485,-84.6475,,,,,Dimondale,MI
"Burr Oak, MI",41.8472,-85.3212,,,,,Burr Oak,MI
"Pontiac, MI",42.6493,-83.2878,,,,,Pontiac,MI
"Dearborn Heights, MI",42.3164,-83.2769,,,,,Dearborn Heights,MI
"Parkdale, MI",44.272,-86.2805,,,,,Parkdale,MI
"Zeeland, MI",42.8139,-86.0129,,,,,Zeeland,MI
"Grandville, MI",42.9003,-85.7564,,,,,Grandville,MI
"Reese, MI",43.4527,-83.6894,,,,,Reese,MI
"Birmingham, MI",42.5447,-83.2166,,,,,Birmingham,MI
"Clarksville, MI",42.8421,-85.2425,,,,,Clarksville,MI
"Levering, MI",45.6349,-84.7837,,,,,Levering,MI
"Posen, MI",45.2622,-83.6989,,,,,Posen,MI
"Brownlee Park, MI",42.3257,-85.1356,,,,,Brownlee Park,MI
"Stanwood, MI",43.5805,-85.4481,,,,,Stanwood,MI
"Beecher, MI",43.0903,-83.7039,,,,,Beecher,MI
"Grawn, MI",44.6611,-85.6881,,,,,Grawn,MI
"Morenci, MI",41.7226,-84.2169,,,,,Morenci,MI
"Baroda, MI",41.954,-86.488,,,,,Baroda,MI
"New Haven, MI",42.7306,-82.7953,,,,,New Haven,MI
"Corunna, MI",42.9838,-84.1163,,,,,Corunna,MI
"Pigeon, MI",43.8295,-83.2702,,,,,Pigeon,MI
"Burt, MI",43.2348,-83.9101,,,,,Burt,MI
"Brown City, MI",43.2115,-82.9879,,,,,Brown City,MI
"Sunfield, MI",42.7612,-84.9951,,,,,Sunfield,MI
"Decatur, MI",42.1075,-85.9746,,,,,Decatur,MI
"Rothbury, MI",43.52,-86.3588,,,,,Rothbury,MI
"Marshall, MI",42.2617,-84.9597,,,,,Marshall,MI
"Romulus, MI",42.2237,-83.366,,,,,Romulus,MI
"Armada, MI",42.8424,-82.8832,,,,,Armada,MI
"Novi, MI",42.4786,-83.4893,,,,,Novi,MI
"Fife Lake, MI",44.5731,-85.3511,,,,,Fife Lake,MI
"Traverse City, MI",44.7547,-85.6035,,,,,Traverse City,MI
"Petoskey, MI",45.365,-84.9887,,,,,Petoskey,MI
"South Haven, MI",42.4011,-86.2676,,,,,South Haven,MI
"Harrietta, MI",44.3091,-85.7007,,,,,Harrietta,MI
"Edgemont Park, MI",42.7468,-84.5926,,,,,Edgemont Park,MI
"Onekama, MI",44.3656,-86.202,,,,,Onekama,MI
"Plymouth, MI",42.3719,-83.468,,,,,Plymouth,MI
"Lathrup Village, MI",42.4921,-83.2273,,,,,Lathrup Village,MI
"Sebewaing, MI",43.7321,-83.4511,,,,,Sebewaing,MI
"Walled Lake, MI",42.538,-83.4786,,,,,Walled Lake,MI
"Roseville, MI",42.5074,-82.9369,,,,,Roseville,MI
"Otter Lake, MI",43.2138,-83.4596,,,,,Otter Lake,MI
"East Jordan, MI",45.1547,-85.13,,,,,East Jordan,MI
"Ravenna, MI",43.1888,-85.9415,,,,,Ravenna,MI
"Dowling, MI",42.5227,-85.2531,,,,,Dowling,MI
"De Tour Village, MI",45.9891,-83.9146,,,,,De Tour Village,MI
"Hillman, MI",45.0647,-83.8975,,,,,Hillman,MI
"Holly, MI",42.7987,-83.6234,,,,,Holly,MI
"Bellevue, MI",42.4443,-85.0187,,,,,Bellevue,MI
"Dearborn, MI",42.3127,-83.2129,,,,,Dearborn,MI
"Lake Ann, MI",44.7251,-85.845,,,,,Lake Ann,MI
